47.25472450997662, -123.19251381641459
47.25470763530235, -123.1894791178148
47.25468460334786, -123.1862674477588
47.25468692157842, -123.1860777321297
47.25470621344191, -123.1859554069784
47.25474233421922, -123.1858282751035
47.25481119808433, -123.1856489397629
47.25493810858365, -123.1853782191081
47.25508453456435, -123.185114455734
47.25520610105576, -123.1849215206689
47.255302240147, -123.1847778587933
47.25538250083647, -123.1846730993347
47.25542819828035, -123.184621226229
47.25550919796135, -123.1845720136228
47.2555834618307, -123.1845495162431
47.25566608235783, -123.1845610163207
47.2557296899991, -123.184585941979
47.25580503661875, -123.1846318011816
47.25588299772188, -123.1846940372731
47.25598728965736, -123.1847800480978
47.25606774650355, -123.1848545160424
47.25614304948066, -123.1848947386358
47.25623204206832, -123.1849168697396
47.25633475730588, -123.1849060873198
47.25642229257475, -123.1848701120449
47.25696026257963, -123.1845597553103
47.25704224336034, -123.1845224860841
47.25710076802036, -123.1845014680294
47.25717108635664, -123.1845025402196
47.25724481773496, -123.1845352668615
47.25732851059082, -123.1845892666303
47.25752639850324, -123.1847617504485
47.25778862257753, -123.1850337482367
47.25788314548371, -123.1851610784256
47.25794464647803, -123.1852828809581
47.25799395132903, -123.1854482795242
47.2580180971211, -123.185626953299
47.25803216209632, -123.1858155023691
47.2580352356668, -123.18601023889
47.25803417984314, -123.1862273907562
47.25802568393412, -123.1864088934443
47.25800672942127, -123.1866356126845
47.25798052442978, -123.186983240293
47.25796807196051, -123.1872791998198
47.25798366336656, -123.1876175953245
47.25803082491677, -123.1879803223521
47.25807763642391, -123.188335410688
47.25810965953171, -123.1886535479443
47.25811315729586, -123.1888801728711
47.25810621905116, -123.1893092160703
47.25809230371318, -123.189878520083
47.25807901063715, -123.1901141784867
47.25804381251842, -123.1904033664992
47.25797061029857, -123.190708537672
47.25789053645686, -123.1908956042721
47.25778741509768, -123.1910125601407
47.25766187955643, -123.1910997319998
47.25754167432191, -123.19115208631
47.25742603617155, -123.1911711132295
47.25729477549618, -123.1911545617695
47.25718482039257, -123.1911091213144
47.25709027388511, -123.191048759392
47.25698917369034, -123.1909556251665
47.25689825491434, -123.1908314416306
47.25682494378573, -123.1906814857686
47.25675711572612, -123.1904537545534
47.25673624952302, -123.1902427107027
47.25673924205928, -123.1900322878172
47.25677131288382, -123.1898202949609
47.25681342542213, -123.1896072025671
47.25687005371429, -123.1893611675122
47.25693155802732, -123.1891520893768
47.25703282993026, -123.1888798620414
47.25711760807496, -123.1886228565254
47.25718164487135, -123.188357169248
47.25723627066081, -123.1881061975827
47.25725768098407, -123.1879166944044
47.25726883187041, -123.1877117282327
47.25726560305246, -123.18755695939
47.25724742281128, -123.1873747991107
47.25721696003991, -123.1871509255838
