latitude, longitude, timestamp
39.5365599, -122.3379162, 2022-05-13T19:37:15.271672Z
39.5365599, -122.3379162, 2022-05-13T19:37:15.327228Z
39.5365599, -122.3379161, 2022-05-13T19:37:15.382784Z
39.5365599, -122.3379161, 2022-05-13T19:37:15.438340Z
39.5365599, -122.3379161, 2022-05-13T19:37:15.493896Z
39.5365599, -122.3379162, 2022-05-13T19:37:15.549452Z
39.5365599, -122.3379162, 2022-05-13T19:37:15.595000Z
39.5365599, -122.3379162, 2022-05-13T19:37:15.650556Z
39.5365599, -122.3379162, 2022-05-13T19:37:15.706112Z
39.5365599, -122.3379162, 2022-05-13T19:37:15.761668Z
39.5365599, -122.3379162, 2022-05-13T19:37:15.817224Z
39.5365599, -122.3379162, 2022-05-13T19:37:15.872780Z
39.5365599, -122.3379161, 2022-05-13T19:37:15.928336Z
39.5365599, -122.3379161, 2022-05-13T19:37:15.983892Z
39.5365599, -122.3379161, 2022-05-13T19:37:16.039448Z
39.5365599, -122.3379162, 2022-05-13T19:37:16.095004Z
39.5365599, -122.3379162, 2022-05-13T19:37:16.150560Z
39.5365598, -122.3379161, 2022-05-13T19:37:16.206116Z
39.5365598, -122.3379161, 2022-05-13T19:37:16.261672Z
39.5365599, -122.3379161, 2022-05-13T19:37:16.317228Z
39.5365599, -122.3379161, 2022-05-13T19:37:16.372784Z
39.5365599, -122.337916, 2022-05-13T19:37:16.428340Z
39.5365599, -122.337916, 2022-05-13T19:37:16.483896Z
39.5365599, -122.337916, 2022-05-13T19:37:16.640000Z
39.5365599, -122.337916, 2022-05-13T19:37:16.695556Z
39.5365599, -122.337916, 2022-05-13T19:37:16.751112Z
39.5365599, -122.337916, 2022-05-13T19:37:16.806668Z
39.5365599, -122.337916, 2022-05-13T19:37:16.862224Z
39.5365599, -122.337916, 2022-05-13T19:37:16.917780Z
39.5365598, -122.337916, 2022-05-13T19:37:16.973336Z
39.5365598, -122.337916, 2022-05-13T19:37:17.028892Z
39.5365599, -122.3379159, 2022-05-13T19:37:17.084448Z
39.5365599, -122.3379159, 2022-05-13T19:37:17.140004Z
39.5365598, -122.3379159, 2022-05-13T19:37:17.195560Z
